,Sale ID,Index,ITEM_CODE,EMP_ID,Attribute,Year,Value,Period,Category
54,55,109,ESP_003,EMP290,W00,2019,1,W00 2019,Warranty
55,56,111,ESP_004,EMP234,W00,2019,4,W00 2019,Warranty
56,57,113,ESP_004,EMP244,W00,2019,6,W00 2019,Warranty
57,58,115,ESP_004,EMP256,W00,2019,2,W00 2019,Warranty
58,59,117,ESP_004,EMP267,W00,2019,4,W00 2019,Warranty
59,60,119,ESP_004,EMP290,W00,2019,2,W00 2019,Warranty
60,61,121,ESP_005,EMP234,W00,2019,4,W00 2019,Warranty
61,62,123,ESP_005,EMP244,W00,2019,9,W00 2019,Warranty
62,63,125,ESP_005,EMP256,W00,2019,2,W00 2019,Warranty
63,64,127,ESP_005,EMP267,W00,2019,5,W00 2019,Warranty
64,65,129,ESP_005,EMP290,W00,2019,1,W00 2019,Warranty
65,66,131,ESP_006,EMP234,W00,2019,4,W00 2019,Warranty
66,67,133,ESP_006,EMP244,W00,2019,12,W00 2019,Warranty
67,68,135,ESP_006,EMP256,W00,2019,3,W00 2019,Warranty
68,69,137,ESP_006,EMP267,W00,2019,10,W00 2019,Warranty
69,70,139,ESP_006,EMP290,W00,2019,2,W00 2019,Warranty
70,71,141,ESP_007,EMP234,W00,2019,2,W00 2019,Warranty
71,72,143,ESP_007,EMP244,W00,2019,6,W00 2019,Warranty
72,73,145,ESP_007,EMP256,W00,2019,2,W00 2019,Warranty
73,74,147,ESP_007,EMP267,W00,2019,3,W00 2019,Warranty
74,75,149,ESP_007,EMP290,W00,2019,1,W00 2019,Warranty
75,76,151,ESP_008,EMP234,W00,2019,1,W00 2019,Warranty
76,77,153,ESP_008,EMP244,W00,2019,2,W00 2019,Warranty
77,78,155,ESP_008,EMP256,W00,2019,2,W00 2019,Warranty
78,79,157,ESP_008,EMP267,W00,2019,4,W00 2019,Warranty
79,80,159,ESP_008,EMP290,W00,2019,1,W00 2019,Warranty
80,81,2,PROD_001,EMP244,W01,2019,34,W01 2019,Product
81,82,4,PROD_002,EMP244,W01,2019,27,W01 2019,Product
82,83,6,PROD_003,EMP267,W01,2019,36,W01 2019,Product
83,84,8,PROD_001,EMP267,W01,2019,48,W01 2019,Product
84,85,10,PROD_004,EMP267,W01,2019,28,W01 2019,Product
85,86,12,PROD_002,EMP267,W01,2019,21,W01 2019,Product
86,87,14,PROD_005,EMP267,W01,2019,34,W01 2019,Product
87,88,16,PROD_003,EMP244,W01,2019,46,W01 2019,Product
88,89,18,PROD_006,EMP267,W01,2019,44,W01 2019,Product
89,90,20,PROD_004,EMP244,W01,2019,34,W01 2019,Product
90,91,22,PROD_001,EMP234,W01,2019,27,W01 2019,Product
91,92,24,PROD_007,EMP267,W01,2019,31,W01 2019,Product
92,93,26,PROD_005,EMP244,W01,2019,38,W01 2019,Product
93,94,28,PROD_002,EMP234,W01,2019,45,W01 2019,Product
94,95,30,PROD_008,EMP267,W01,2019,30,W01 2019,Product
95,96,32,PROD_006,EMP244,W01,2019,44,W01 2019,Product
96,97,34,PROD_003,EMP234,W01,2019,37,W01 2019,Product
97,98,36,PROD_007,EMP244,W01,2019,29,W01 2019,Product
98,99,38,PROD_004,EMP234,W01,2019,37,W01 2019,Product
99,100,40,PROD_001,EMP256,W01,2019,27,W01 2019,Product
100,101,42,PROD_008,EMP244,W01,2019,16,W01 2019,Product
101,102,44,PROD_005,EMP234,W01,2019,16,W01 2019,Product
102,103,46,PROD_002,EMP256,W01,2019,12,W01 2019,Product
103,104,48,PROD_006,EMP234,W01,2019,30,W01 2019,Product
104,105,50,PROD_003,EMP256,W01,2019,20,W01 2019,Product
105,106,52,PROD_007,EMP234,W01,2019,20,W01 2019,Product
106,107,54,PROD_004,EMP256,W01,2019,27,W01 2019,Product
107,108,56,PROD_001,EMP290,W01,2019,11,W01 2019,Product
108,109,58,PROD_008,EMP234,W01,2019,10,W01 2019,Product
109,110,60,PROD_005,EMP256,W01,2019,12,W01 2019,Product
110,111,62,PROD_002,EMP290,W01,2019,7,W01 2019,Product
111,112,64,PROD_006,EMP256,W01,2019,6,W01 2019,Product
112,113,66,PROD_003,EMP290,W01,2019,16,W01 2019,Product
113,114,68,PROD_007,EMP256,W01,2019,12,W01 2019,Product
114,115,70,PROD_004,EMP290,W01,2019,7,W01 2019,Product
115,116,72,PROD_008,EMP256,W01,2019,6,W01 2019,Product
116,117,74,PROD_005,EMP290,W01,2019,11,W01 2019,Product
117,118,76,PROD_006,EMP290,W01,2019,14,W01 2019,Product
118,119,78,PROD_007,EMP290,W01,2019,7,W01 2019,Product
119,120,80,PROD_008,EMP290,W01,2019,6,W01 2019,Product
120,121,81,ESP_001,EMP234,W01,2019,4,W01 2019,Warranty
121,122,83,ESP_001,EMP244,W01,2019,8,W01 2019,Warranty
122,123,85,ESP_001,EMP256,W01,2019,3,W01 2019,Warranty
123,124,87,ESP_001,EMP267,W01,2019,9,W01 2019,Warranty
124,125,89,ESP_001,EMP290,W01,2019,1,W01 2019,Warranty
125,126,91,ESP_002,EMP234,W01,2019,4,W01 2019,Warranty
126,127,93,ESP_002,EMP244,W01,2019,4,W01 2019,Warranty
127,128,95,ESP_002,EMP256,W01,2019,1,W01 2019,Warranty
128,129,97,ESP_002,EMP267,W01,2019,2,W01 2019,Warranty
129,130,99,ESP_002,EMP290,W01,2019,0,W01 2019,Warranty
130,131,101,ESP_003,EMP234,W01,2019,5,W01 2019,Warranty
131,132,103,ESP_003,EMP244,W01,2019,7,W01 2019,Warranty
132,133,105,ESP_003,EMP256,W01,2019,2,W01 2019,Warranty
133,134,107,ESP_003,EMP267,W01,2019,7,W01 2019,Warranty
134,135,109,ESP_003,EMP290,W01,2019,1,W01 2019,Warranty
135,136,111,ESP_004,EMP234,W01,2019,4,W01 2019,Warranty
136,137,113,ESP_004,EMP244,W01,2019,6,W01 2019,Warranty
137,138,115,ESP_004,EMP256,W01,2019,4,W01 2019,Warranty
138,139,117,ESP_004,EMP267,W01,2019,3,W01 2019,Warranty
139,140,119,ESP_004,EMP290,W01,2019,1,W01 2019,Warranty
140,141,121,ESP_005,EMP234,W01,2019,3,W01 2019,Warranty
141,142,123,ESP_005,EMP244,W01,2019,8,W01 2019,Warranty
142,143,125,ESP_005,EMP256,W01,2019,2,W01 2019,Warranty
143,144,127,ESP_005,EMP267,W01,2019,5,W01 2019,Warranty
144,145,129,ESP_005,EMP290,W01,2019,1,W01 2019,Warranty
145,146,131,ESP_006,EMP234,W01,2019,8,W01 2019,Warranty
146,147,133,ESP_006,EMP244,W01,2019,15,W01 2019,Warranty
147,148,135,ESP_006,EMP256,W01,2019,2,W01 2019,Warranty
148,149,137,ESP_006,EMP267,W01,2019,14,W01 2019,Warranty
149,150,139,ESP_006,EMP290,W01,2019,3,W01 2019,Warranty
150,151,141,ESP_007,EMP234,W01,2019,2,W01 2019,Warranty
151,152,143,ESP_007,EMP244,W01,2019,5,W01 2019,Warranty
152,153,145,ESP_007,EMP256,W01,2019,2,W01 2019,Warranty
153,154,147,ESP_007,EMP267,W01,2019,4,W01 2019,Warranty
154,155,149,ESP_007,EMP290,W01,2019,1,W01 2019,Warranty
155,156,151,ESP_008,EMP234,W01,2019,1,W01 2019,Warranty
156,157,153,ESP_008,EMP244,W01,2019,2,W01 2019,Warranty
157,158,155,ESP_008,EMP256,W01,2019,1,W01 2019,Warranty
158,159,157,ESP_008,EMP267,W01,2019,5,W01 2019,Warranty
159,160,159,ESP_008,EMP290,W01,2019,0,W01 2019,Warranty
160,161,2,PROD_001,EMP244,W10,2019,33,W10 2019,Product
161,162,4,PROD_002,EMP244,W10,2019,47,W10 2019,Product
162,163,6,PROD_003,EMP267,W10,2019,41,W10 2019,Product
163,164,8,PROD_001,EMP267,W10,2019,45,W10 2019,Product
164,165,10,PROD_004,EMP267,W10,2019,28,W10 2019,Product
165,166,12,PROD_002,EMP267,W10,2019,41,W10 2019,Product
166,167,14,PROD_005,EMP267,W10,2019,28,W10 2019,Product
167,168,16,PROD_003,EMP244,W10,2019,37,W10 2019,Product
168,169,18,PROD_006,EMP267,W10,2019,26,W10 2019,Product
169,170,20,PROD_004,EMP244,W10,2019,37,W10 2019,Product
170,171,22,PROD_001,EMP234,W10,2019,29,W10 2019,Product
171,172,24,PROD_007,EMP267,W10,2019,43,W10 2019,Product
172,173,26,PROD_005,EMP244,W10,2019,23,W10 2019,Product
173,174,28,PROD_002,EMP234,W10,2019,34,W10 2019,Product
174,175,30,PROD_008,EMP267,W10,2019,35,W10 2019,Product
175,176,32,PROD_006,EMP244,W10,2019,33,W10 2019,Product
176,177,34,PROD_003,EMP234,W10,2019,48,W10 2019,Product
177,178,36,PROD_007,EMP244,W10,2019,40,W10 2019,Product
178,179,38,PROD_004,EMP234,W10,2019,34,W10 2019,Product
179,180,40,PROD_001,EMP256,W10,2019,38,W10 2019,Product
180,181,42,PROD_008,EMP244,W10,2019,24,W10 2019,Product
181,182,44,PROD_005,EMP234,W10,2019,20,W10 2019,Product
182,183,46,PROD_002,EMP256,W10,2019,25,W10 2019,Product
183,184,48,PROD_006,EMP234,W10,2019,19,W10 2019,Product
184,185,50,PROD_003,EMP256,W10,2019,14,W10 2019,Product
185,186,52,PROD_007,EMP234,W10,2019,17,W10 2019,Product
186,187,54,PROD_004,EMP256,W10,2019,15,W10 2019,Product
187,188,56,PROD_001,EMP290,W10,2019,16,W10 2019,Product
188,189,58,PROD_008,EMP234,W10,2019,5,W10 2019,Product
189,190,60,PROD_005,EMP256,W10,2019,12,W10 2019,Product
190,191,62,PROD_002,EMP290,W10,2019,7,W10 2019,Product
191,192,64,PROD_006,EMP256,W10,2019,11,W10 2019,Product
192,193,66,PROD_003,EMP290,W10,2019,8,W10 2019,Product
193,194,68,PROD_007,EMP256,W10,2019,11,W10 2019,Product
194,195,70,PROD_004,EMP290,W10,2019,8,W10 2019,Product
195,196,72,PROD_008,EMP256,W10,2019,9,W10 2019,Product
196,197,74,PROD_005,EMP290,W10,2019,10,W10 2019,Product
197,198,76,PROD_006,EMP290,W10,2019,13,W10 2019,Product
198,199,78,PROD_007,EMP290,W10,2019,7,W10 2019,Product
199,200,80,PROD_008,EMP290,W10,2019,10,W10 2019,Product
200,201,81,ESP_001,EMP234,W10,2019,1,W10 2019,Warranty
201,202,83,ESP_001,EMP244,W10,2019,7,W10 2019,Warranty
202,203,85,ESP_001,EMP256,W10,2019,4,W10 2019,Warranty
203,204,87,ESP_001,EMP267,W10,2019,8,W10 2019,Warranty
204,205,89,ESP_001,EMP290,W10,2019,0,W10 2019,Warranty
205,206,91,ESP_002,EMP234,W10,2019,1,W10 2019,Warranty
206,207,93,ESP_002,EMP244,W10,2019,5,W10 2019,Warranty
207,208,95,ESP_002,EMP256,W10,2019,1,W10 2019,Warranty
208,209,97,ESP_002,EMP267,W10,2019,5,W10 2019,Warranty
209,210,99,ESP_002,EMP290,W10,2019,0,W10 2019,Warranty
210,211,101,ESP_003,EMP234,W10,2019,3,W10 2019,Warranty
211,212,103,ESP_003,EMP244,W10,2019,4,W10 2019,Warranty
212,213,105,ESP_003,EMP256,W10,2019,1,W10 2019,Warranty
213,214,107,ESP_003,EMP267,W10,2019,6,W10 2019,Warranty
214,215,109,ESP_003,EMP290,W10,2019,0,W10 2019,Warranty
215,216,111,ESP_004,EMP234,W10,2019,1,W10 2019,Warranty
216,217,113,ESP_004,EMP244,W10,2019,4,W10 2019,Warranty
217,218,115,ESP_004,EMP256,W10,2019,2,W10 2019,Warranty
218,219,117,ESP_004,EMP267,W10,2019,4,W10 2019,Warranty
219,220,119,ESP_004,EMP290,W10,2019,0,W10 2019,Warranty
220,221,121,ESP_005,EMP234,W10,2019,1,W10 2019,Warranty
221,222,123,ESP_005,EMP244,W10,2019,5,W10 2019,Warranty
222,223,125,ESP_005,EMP256,W10,2019,2,W10 2019,Warranty
223,224,127,ESP_005,EMP267,W10,2019,6,W10 2019,Warranty
224,225,129,ESP_005,EMP290,W10,2019,0,W10 2019,Warranty
225,226,131,ESP_006,EMP234,W10,2019,4,W10 2019,Warranty
226,227,133,ESP_006,EMP244,W10,2019,10,W10 2019,Warranty
227,228,135,ESP_006,EMP256,W10,2019,3,W10 2019,Warranty
228,229,137,ESP_006,EMP267,W10,2019,8,W10 2019,Warranty
229,230,139,ESP_006,EMP290,W10,2019,1,W10 2019,Warranty
230,231,141,ESP_007,EMP234,W10,2019,1,W10 2019,Warranty
231,232,143,ESP_007,EMP244,W10,2019,5,W10 2019,Warranty
232,233,145,ESP_007,EMP256,W10,2019,2,W10 2019,Warranty
233,234,147,ESP_007,EMP267,W10,2019,6,W10 2019,Warranty
234,235,149,ESP_007,EMP290,W10,2019,0,W10 2019,Warranty
235,236,151,ESP_008,EMP234,W10,2019,0,W10 2019,Warranty
236,237,153,ESP_008,EMP244,W10,2019,3,W10 2019,Warranty
237,238,155,ESP_008,EMP256,W10,2019,1,W10 2019,Warranty
238,239,157,ESP_008,EMP267,W10,2019,7,W10 2019,Warranty
239,240,159,ESP_008,EMP290,W10,2019,0,W10 2019,Warranty
240,241,2,PROD_001,EMP244,W11,2019,41,W11 2019,Product
241,242,4,PROD_002,EMP244,W11,2019,31,W11 2019,Product
242,243,6,PROD_003,EMP267,W11,2019,45,W11 2019,Product
243,244,8,PROD_001,EMP267,W11,2019,32,W11 2019,Product
244,245,10,PROD_004,EMP267,W11,2019,39,W11 2019,Product
245,246,12,PROD_002,EMP267,W11,2019,43,W11 2019,Product
246,247,14,PROD_005,EMP267,W11,2019,35,W11 2019,Product
247,248,16,PROD_003,EMP244,W11,2019,32,W11 2019,Product
248,249,18,PROD_006,EMP267,W11,2019,31,W11 2019,Product
249,250,20,PROD_004,EMP244,W11,2019,27,W11 2019,Product
250,251,22,PROD_001,EMP234,W11,2019,33,W11 2019,Product
251,252,24,PROD_007,EMP267,W11,2019,35,W11 2019,Product
252,253,26,PROD_005,EMP244,W11,2019,38,W11 2019,Product
253,254,28,PROD_002,EMP234,W11,2019,25,W11 2019,Product
254,255,30,PROD_008,EMP267,W11,2019,43,W11 2019,Product
255,256,32,PROD_006,EMP244,W11,2019,28,W11 2019,Product
256,257,34,PROD_003,EMP234,W11,2019,34,W11 2019,Product
257,258,36,PROD_007,EMP244,W11,2019,38,W11 2019,Product
258,259,38,PROD_004,EMP234,W11,2019,43,W11 2019,Product
259,260,40,PROD_001,EMP256,W11,2019,37,W11 2019,Product
260,261,42,PROD_008,EMP244,W11,2019,24,W11 2019,Product
261,262,44,PROD_005,EMP234,W11,2019,22,W11 2019,Product
262,263,46,PROD_002,EMP256,W11,2019,24,W11 2019,Product
263,264,48,PROD_006,EMP234,W11,2019,22,W11 2019,Product
264,265,50,PROD_003,EMP256,W11,2019,28,W11 2019,Product
265,266,52,PROD_007,EMP234,W11,2019,18,W11 2019,Product
266,267,54,PROD_004,EMP256,W11,2019,18,W11 2019,Product
267,268,56,PROD_001,EMP290,W11,2019,20,W11 2019,Product
268,269,58,PROD_008,EMP234,W11,2019,16,W11 2019,Product
269,270,60,PROD_005,EMP256,W11,2019,4,W11 2019,Product
270,271,62,PROD_002,EMP290,W11,2019,14,W11 2019,Product
271,272,64,PROD_006,EMP256,W11,2019,13,W11 2019,Product
272,273,66,PROD_003,EMP290,W11,2019,22,W11 2019,Product
273,274,68,PROD_007,EMP256,W11,2019,10,W11 2019,Product
274,275,70,PROD_004,EMP290,W11,2019,10,W11 2019,Product
275,276,72,PROD_008,EMP256,W11,2019,12,W11 2019,Product
276,277,74,PROD_005,EMP290,W11,2019,11,W11 2019,Product
277,278,76,PROD_006,EMP290,W11,2019,13,W11 2019,Product
278,279,78,PROD_007,EMP290,W11,2019,11,W11 2019,Product
279,280,80,PROD_008,EMP290,W11,2019,16,W11 2019,Product
280,281,81,ESP_001,EMP234,W11,2019,1,W11 2019,Warranty
281,282,83,ESP_001,EMP244,W11,2019,8,W11 2019,Warranty
282,283,85,ESP_001,EMP256,W11,2019,5,W11 2019,Warranty
283,284,87,ESP_001,EMP267,W11,2019,6,W11 2019,Warranty
284,285,89,ESP_001,EMP290,W11,2019,0,W11 2019,Warranty
285,286,91,ESP_002,EMP234,W11,2019,0,W11 2019,Warranty
286,287,93,ESP_002,EMP244,W11,2019,3,W11 2019,Warranty
287,288,95,ESP_002,EMP256,W11,2019,1,W11 2019,Warranty
288,289,97,ESP_002,EMP267,W11,2019,5,W11 2019,Warranty
289,290,99,ESP_002,EMP290,W11,2019,0,W11 2019,Warranty
290,291,101,ESP_003,EMP234,W11,2019,1,W11 2019,Warranty
291,292,103,ESP_003,EMP244,W11,2019,3,W11 2019,Warranty
292,293,105,ESP_003,EMP256,W11,2019,3,W11 2019,Warranty
293,294,107,ESP_003,EMP267,W11,2019,7,W11 2019,Warranty
294,295,109,ESP_003,EMP290,W11,2019,0,W11 2019,Warranty
295,296,111,ESP_004,EMP234,W11,2019,1,W11 2019,Warranty
296,297,113,ESP_004,EMP244,W11,2019,3,W11 2019,Warranty
297,298,115,ESP_004,EMP256,W11,2019,3,W11 2019,Warranty
298,299,117,ESP_004,EMP267,W11,2019,6,W11 2019,Warranty
299,300,119,ESP_004,EMP290,W11,2019,0,W11 2019,Warranty
300,301,121,ESP_005,EMP234,W11,2019,1,W11 2019,Warranty
301,302,123,ESP_005,EMP244,W11,2019,7,W11 2019,Warranty
302,303,125,ESP_005,EMP256,W11,2019,1,W11 2019,Warranty
303,304,127,ESP_005,EMP267,W11,2019,7,W11 2019,Warranty
304,305,129,ESP_005,EMP290,W11,2019,0,W11 2019,Warranty
305,306,131,ESP_006,EMP234,W11,2019,4,W11 2019,Warranty
306,307,133,ESP_006,EMP244,W11,2019,8,W11 2019,Warranty
307,308,135,ESP_006,EMP256,W11,2019,4,W11 2019,Warranty
308,309,137,ESP_006,EMP267,W11,2019,10,W11 2019,Warranty
309,310,139,ESP_006,EMP290,W11,2019,1,W11 2019,Warranty
310,311,141,ESP_007,EMP234,W11,2019,0,W11 2019,Warranty
311,312,143,ESP_007,EMP244,W11,2019,4,W11 2019,Warranty
312,313,145,ESP_007,EMP256,W11,2019,2,W11 2019,Warranty
313,314,147,ESP_007,EMP267,W11,2019,5,W11 2019,Warranty
314,315,149,ESP_007,EMP290,W11,2019,0,W11 2019,Warranty
315,316,151,ESP_008,EMP234,W11,2019,0,W11 2019,Warranty
316,317,153,ESP_008,EMP244,W11,2019,3,W11 2019,Warranty
317,318,155,ESP_008,EMP256,W11,2019,2,W11 2019,Warranty
318,319,157,ESP_008,EMP267,W11,2019,8,W11 2019,Warranty
319,320,159,ESP_008,EMP290,W11,2019,0,W11 2019,Warranty
320,321,2,PROD_001,EMP244,W12,2019,47,W12 2019,Product
321,322,4,PROD_002,EMP244,W12,2019,48,W12 2019,Product
322,323,6,PROD_003,EMP267,W12,2019,41,W12 2019,Product
323,324,8,PROD_001,EMP267,W12,2019,37,W12 2019,Product
324,325,10,PROD_004,EMP267,W12,2019,32,W12 2019,Product
325,326,12,PROD_002,EMP267,W12,2019,47,W12 2019,Product
326,327,14,PROD_005,EMP267,W12,2019,26,W12 2019,Product
327,328,16,PROD_003,EMP244,W12,2019,38,W12 2019,Product
328,329,18,PROD_006,EMP267,W12,2019,39,W12 2019,Product
329,330,20,PROD_004,EMP244,W12,2019,38,W12 2019,Product
330,331,22,PROD_001,EMP234,W12,2019,30,W12 2019,Product
331,332,24,PROD_007,EMP267,W12,2019,30,W12 2019,Product
332,333,26,PROD_005,EMP244,W12,2019,38,W12 2019,Product
333,334,28,PROD_002,EMP234,W12,2019,29,W12 2019,Product
334,335,30,PROD_008,EMP267,W12,2019,41,W12 2019,Product
335,336,32,PROD_006,EMP244,W12,2019,43,W12 2019,Product
336,337,34,PROD_003,EMP234,W12,2019,38,W12 2019,Product
337,338,36,PROD_007,EMP244,W12,2019,34,W12 2019,Product
338,339,38,PROD_004,EMP234,W12,2019,37,W12 2019,Product
339,340,40,PROD_001,EMP256,W12,2019,39,W12 2019,Product
340,341,42,PROD_008,EMP244,W12,2019,34,W12 2019,Product
341,342,44,PROD_005,EMP234,W12,2019,16,W12 2019,Product
342,343,46,PROD_002,EMP256,W12,2019,22,W12 2019,Product
343,344,48,PROD_006,EMP234,W12,2019,16,W12 2019,Product
344,345,50,PROD_003,EMP256,W12,2019,11,W12 2019,Product
345,346,52,PROD_007,EMP234,W12,2019,13,W12 2019,Product
346,347,54,PROD_004,EMP256,W12,2019,15,W12 2019,Product
347,348,56,PROD_001,EMP290,W12,2019,10,W12 2019,Product
348,349,58,PROD_008,EMP234,W12,2019,18,W12 2019,Product
349,350,60,PROD_005,EMP256,W12,2019,14,W12 2019,Product
350,351,62,PROD_002,EMP290,W12,2019,19,W12 2019,Product
351,352,64,PROD_006,EMP256,W12,2019,19,W12 2019,Product
352,353,66,PROD_003,EMP290,W12,2019,11,W12 2019,Product
353,354,68,PROD_007,EMP256,W12,2019,18,W12 2019,Product
354,355,70,PROD_004,EMP290,W12,2019,10,W12 2019,Product
355,356,72,PROD_008,EMP256,W12,2019,11,W12 2019,Product
356,357,74,PROD_005,EMP290,W12,2019,12,W12 2019,Product
357,358,76,PROD_006,EMP290,W12,2019,10,W12 2019,Product
358,359,78,PROD_007,EMP290,W12,2019,6,W12 2019,Product
359,360,80,PROD_008,EMP290,W12,2019,15,W12 2019,Product
360,361,81,ESP_001,EMP234,W12,2019,0,W12 2019,Warranty
361,362,83,ESP_001,EMP244,W12,2019,8,W12 2019,Warranty
362,363,85,ESP_001,EMP256,W12,2019,6,W12 2019,Warranty
363,364,87,ESP_001,EMP267,W12,2019,6,W12 2019,Warranty
364,365,89,ESP_001,EMP290,W12,2019,0,W12 2019,Warranty
365,366,91,ESP_002,EMP234,W12,2019,0,W12 2019,Warranty
366,367,93,ESP_002,EMP244,W12,2019,3,W12 2019,Warranty
367,368,95,ESP_002,EMP256,W12,2019,1,W12 2019,Warranty
368,369,97,ESP_002,EMP267,W12,2019,6,W12 2019,Warranty
369,370,99,ESP_002,EMP290,W12,2019,0,W12 2019,Warranty
370,371,101,ESP_003,EMP234,W12,2019,0,W12 2019,Warranty
371,372,103,ESP_003,EMP244,W12,2019,3,W12 2019,Warranty
372,373,105,ESP_003,EMP256,W12,2019,2,W12 2019,Warranty
373,374,107,ESP_003,EMP267,W12,2019,7,W12 2019,Warranty
374,375,109,ESP_003,EMP290,W12,2019,0,W12 2019,Warranty
375,376,111,ESP_004,EMP234,W12,2019,0,W12 2019,Warranty
376,377,113,ESP_004,EMP244,W12,2019,3,W12 2019,Warranty
377,378,115,ESP_004,EMP256,W12,2019,3,W12 2019,Warranty
378,379,117,ESP_004,EMP267,W12,2019,5,W12 2019,Warranty
379,380,119,ESP_004,EMP290,W12,2019,0,W12 2019,Warranty
380,381,121,ESP_005,EMP234,W12,2019,1,W12 2019,Warranty
381,382,123,ESP_005,EMP244,W12,2019,6,W12 2019,Warranty
382,383,125,ESP_005,EMP256,W12,2019,3,W12 2019,Warranty
383,384,127,ESP_005,EMP267,W12,2019,5,W12 2019,Warranty
384,385,129,ESP_005,EMP290,W12,2019,0,W12 2019,Warranty
385,386,131,ESP_006,EMP234,W12,2019,2,W12 2019,Warranty
386,387,133,ESP_006,EMP244,W12,2019,12,W12 2019,Warranty
387,388,135,ESP_006,EMP256,W12,2019,6,W12 2019,Warranty
388,389,137,ESP_006,EMP267,W12,2019,13,W12 2019,Warranty
389,390,139,ESP_006,EMP290,W12,2019,1,W12 2019,Warranty
390,391,141,ESP_007,EMP234,W12,2019,0,W12 2019,Warranty
391,392,143,ESP_007,EMP244,W12,2019,2,W12 2019,Warranty
392,393,145,ESP_007,EMP256,W12,2019,4,W12 2019,Warranty
393,394,147,ESP_007,EMP267,W12,2019,4,W12 2019,Warranty
394,395,149,ESP_007,EMP290,W12,2019,0,W12 2019,Warranty
395,396,151,ESP_008,EMP234,W12,2019,0,W12 2019,Warranty
396,397,153,ESP_008,EMP244,W12,2019,3,W12 2019,Warranty
